incident_id,entity_name,State,third_party_involved,individuals_affected,breach_date,breach_type,breach_location,date_reported,incident_summary,breach_start,breach_end,year,incident_status,incident_duration_days,critical_incident,severity,event_date
350,Texas Health Presbtyerian Hospital Flower Mound,TX,Texas Health Partners,10345,2011-06-21,Theft,Laptop,2014-01-23,Not provided,2011-06-21,,2011,Open,,0,Medium,2014-01-23
351,Capron Rescue Squad District,IL,Unknown,815,2011-02-05,Unauthorized Access/Disclosure,Laptop,2014-01-23,Not provided,2011-02-05,,2011,Open,,0,Medium,2014-01-23
352,Cook County Health & Hospitals System,IL,MedAssets,32008,2011-06-24,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-06-24,,2011,Open,,0,Medium,2014-01-23
353,Lexington VAMC,KY,Unknown,1432,2011-05-23,Theft,"Laptop, Other Portable Electronic Device, Paper",2014-06-03,"The covered entity's (CE) workforce member impermissibly stored the protected health information (PHI) of 1,432 individuals in a personal computer and other portable electronic media in order to conduct research. The PHI included social security numbers, names, initials, ages, and diagnoses.  Additional PHI was found in the workforce member's residence.  The CE provided breach notification to a total of 1,890 affected individuals and HHS.  Following the breach, the responsible workforce member is no longer employed by the CE.



OCR opened a compliance review of VA Medical Centers and is consolidating the investigation of this incident into the compliance review.  

",2011-05-23,,2011,Open,,0,Medium,2014-06-03
354,"Dr. Victoria Falcone, Falcone Cosmetic Services, PC, Falcone Cosmetic Services of NJ, PC",PA,"SpaMed Solutions, LLC, Edward McMenamin President,",3000,2011-08-14,"Theft, Unauthorized Access/Disclosure","Laptop, Desktop Computer, Network Server, E-mail, Other Portable Electronic Device, Other, Electronic Medical Record, Paper",2014-06-10,Not provided,2011-08-14,,2011,Open,,0,Medium,2014-06-10
355,"HEALTH RESEARCH INSTITUTE, INC., PFEIFFER TREATMENT CENTER",IL,Unknown,2000,2011-07-01,Theft,"Desktop Computer, Network Server",2014-01-23,Not provided,2011-07-01,,2011,Open,,0,Medium,2014-01-23
356,Stanford Hospital & Clinics,CA,"Multi-Speciality Collection Services, LLC",19651,2010-09-09,Unauthorized Access/Disclosure,Other,2014-01-23,Not provided,2010-09-09,,2010,Open,,0,Medium,2014-01-23
357,"Muir Orthopaedic Specialists, A Medical Group Inc.",CA,Unknown,1800,2011-07-27,Theft,Paper,2014-01-23,Not provided,2011-07-27,,2011,Open,,0,Medium,2014-01-23
358,NEA Baptist Clinic,AR,Unknown,3116,2011-07-12,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2011-07-12,,2011,Open,,0,Medium,2014-01-23
359,Jonathan Noel MD,IN,Unknown,2059,2011-07-13,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-07-13,,2011,Open,,0,Medium,2014-01-23
360,Texas Health and Human Services Commission,TX,Unknown,1696,2011-03-10,Theft,Laptop,2014-01-23,"An unencrypted laptop was stolen from an employee's vehicle.  The laptop contained the ePHI of 1,696 patients.  The information at issue included patient names, dates of birth, gender, Medicaid identification numbers, procedure codes and diagnosis. Following discovery of the breach, the CE notified affected patients and notified the media. Following the breach, the CE confirmed encryption of laptops per CE's policy and sanctioned three involved employees.   

",2011-03-10,,2011,Open,,0,Medium,2014-01-23
361,University of Wisconsin Oshkosh,WI,Living Healthy Community Clinic,3000,2011-07-18,Hacking/IT Incident,Desktop Computer,2014-01-23,Not provided,2011-07-18,,2011,Open,,0,Medium,2014-01-23
362,Centro de Ortodoncia Inc.,PR,Unknown,2000,2010-05-06,Theft,Paper,2014-06-20,"OCR opened an investigation of the covered entity (CE), Dr. Pedro Valentin, after it reported boxes containing the protected health information (PHI) of 2,000 individuals were moved from the CE's office.  The PHI included names, account numbers, responsible party in charge of account, and method of payment.  OCR's investigation revealed that the individual who removed the PHI was the CE's wife and business partner.  The CE advised OCR that he knew his wife/partner was removing the boxes for the purpose of ascertaining the amount of monies the CE was receiving and that he is in the process of dissolving the partnership.  OCR concluded that the actions alleged in the breach report did not amount to a breach.",2010-05-06,,2010,Open,,0,Medium,2014-06-20
363,"John T. Melvin, M.D.& Associates",TX,Unknown,2541,2011-08-09,Theft,Paper,2014-03-13,Not provided,2011-08-09,,2011,Open,,0,Medium,2014-03-13
364,"Diversified Resources, Inc.",GA,Unknown,863,2011-08-11,Theft,Laptop,2014-01-23,Not provided,2011-08-11,,2011,Open,,0,Medium,2014-01-23
365,VA Gulf Coast Veterans Health Care System,MS,Unknown,1797,2011-07-21,Theft,Paper,2014-06-20,"The covered entity (CE), U.S. Department of Veterans Affairs (VA), Gulf Coast Veterans Health Care System, Biloxi Veterans Affairs Medical Center (Biloxi VAMC) reported that the office of an employee was vandalized.  Paper files were found on the office floor, and the protected health information (PHI) of approximately 1,814 individuals was compromised.  The PHI included full names, social security numbers, dates of birth, and medical diagnoses.  The CE provided breach notification to HHS, the media and affected individuals.  Following the breach, VA police at the facility reviewed procedures and continued foot patrols to ensure office doors are locked during non-business hours.  The CE provided additional training to workforce members of the affected department on its physical security policies and procedures to improve safeguards for PHI.  OCR obtained assurances that the CE implemented the corrective action listed above.



",2011-07-21,,2011,Open,,0,Medium,2014-06-20
366,Freda J Bowman  MD PA,TX,Unknown,1300,2011-09-20,"Unauthorized Access/Disclosure, Hacking/IT Incident",Network Server,2014-01-23,Not provided,2011-09-20,,2011,Open,,0,Medium,2014-01-23
367,"Bonney Lake Medical Center and Mythili R. Ramachandran, MD",WA,Unknown,2367,2011-08-12,Theft,"Laptop, Desktop Computer",2014-02-14,Not provided,2011-08-12,,2011,Open,,0,Medium,2014-02-14
368,United States Steel Corporation Plan for Active Employee Insurance Benefits and the United States Steel Corporation Plan for Retiree Insurance Benefits,PA,"Benefits Administration Services, Inc.",4000,2011-08-15,Loss,"Other Portable Electronic Device, Other",2014-03-24,Not provided,2011-08-15,,2011,Open,,0,Medium,2014-03-24
369,VA Illiana Health Care System,IL,Unknown,518,2011-07-14,Loss,Paper,2014-01-23,Not provided,2011-07-14,,2011,Open,,0,Medium,2014-01-23
370,Health Texas Provider Network,TX,Unknown,1259,2011-07-27,Theft,Laptop,2014-03-13,Not provided,2011-07-27,,2011,Open,,0,Medium,2014-03-13
371,Blue Cross of Northeastern Pennsylvania,PA,"AllOne Health Management Solutions, Inc.",507,2011-09-09,"Theft, Unauthorized Access/Disclosure","Laptop, Paper",2014-03-24,Not provided,2011-09-09,,2011,Open,,0,Medium,2014-03-24
372,NYU Hospital for Joint Diseases Inventory Management Department,NY,Unknown,2600,2011-06-23,Theft,Paper,2014-06-20,"A box containing 2,600 paper records of tissue implants used in surgeries was discarded by a waste disposal contractor of the covered entity (CE), NYU Hospital for Joint Diseases Inventory Management Department, when the box was not property secured.  The box contained the protected health information (PHI) of 2,239 individuals and included names, dates of birth, dates of surgery, surgeon names, procedures, and types and serial numbers of the tissues used in the surgeries.  Upon discovery of the breach, the CE contacted the waste disposal contractor and determined that the documents were discarded and buried in a landfill out of state.  The CE provided breach notification to HHS, the media, and affected individuals, and posted substitute notice on its website.  As a result of OCR's investigation, the CE improved safeguards by storing all tissue records in a locked cabinet and requiring management to store the keys.  In addition, the CE counseled the employees involved in the incident and retrained all staff on its policies and procedures for safeguarding PHI.  The CE also implemented a plan to conduct reviews of HIPAA compliance, including both physical access and physical security risks.",2011-06-23,,2011,Open,,0,Medium,2014-06-20
373,WAYNE HIGHLANDS SCHOOL DISTRICT,PA,FIRST PRIORITY LIFE INSURANCE COMPANY,579,2011-09-09,"Theft, Unauthorized Access/Disclosure",Paper,2014-06-10,Not provided,2011-09-09,,2011,Open,,0,Medium,2014-06-10
374,"Summit Medical Group, PLLC",TN,Unknown,731,2011-09-04,Theft,Paper,2014-01-23,Not provided,2011-09-04,,2011,Open,,0,Medium,2014-01-23
375,MAPFRE Life,PR,Unknown,2209,2011-08-05,Theft,Other,2014-03-13,Not provided,2011-08-05,,2011,Open,,0,Medium,2014-03-13
376,American Continental Insurance Company,TN,Futurity First Insurance Group,690,2011-07-28,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-07-28,,2011,Open,,0,Medium,2014-01-23
377,United of Omaha Life Insurance Company,NE,Futurity First Insurance Group,1631,2011-07-28,Loss,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-07-28,,2011,Open,,0,Medium,2014-01-23
378,Mutual of Omaha Insurance Company,NE,Futurity First Insurance Group,705,2011-07-28,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-07-28,,2011,Open,,0,Medium,2014-01-23
379,Henry Ford Health System,MI,Unknown,520,2011-08-08,Theft,Desktop Computer,2014-01-23,Not provided,2011-08-08,,2011,Open,,0,Medium,2014-01-23
380,Indiana University,IN,Unknown,3266,2011-08-16,Theft,Laptop,2014-01-23,Not provided,2011-08-16,,2011,Open,,0,Medium,2014-01-23
381,"Adult & Pediatric Dermatology, PC",MA,Unknown,2200,2011-09-14,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-09-14,,2011,Open,,0,Medium,2014-01-23
382,The Nemours Foundation,FL,Unknown,1055489,2011-08-10,Loss,Other,2014-01-23,Not provided,2011-08-10,,2011,Open,,1,High,2014-01-23
383,"California Industrial Medicine, Inc.",CA,"Thomas J O'Laughlin, MD",700,2011-09-28,"Theft, Unauthorized Access/Disclosure",Paper,2014-02-14,Not provided,2011-09-28,,2011,Open,,0,Medium,2014-02-14
384,"InStep Foot Clinic, P.A.",MN,Unknown,2600,2011-08-28,Theft,"Laptop, Electronic Medical Record",2014-01-23,Not provided,2011-08-28,,2011,Open,,0,Medium,2014-01-23
385,North Memorial,MN,"Accretive Health, Inc",6697,2011-07-25,Theft,Laptop,2014-01-23,Not provided,2011-07-25,,2011,Open,,0,Medium,2014-01-23
386,"Lahey Clinic Hospital, Inc.",MA,Unknown,599,2011-08-12,Theft,Laptop,2014-03-13,Not provided,2011-08-12,,2011,Open,,0,Medium,2014-03-13
387,UnitedHealth Group health plan single affiliated covered entity,MN,Futurity First Insurance Group,3994,2011-07-28,Theft,Other,2014-01-23,Not provided,2011-07-28,,2011,Open,,0,Medium,2014-01-23
388,Good Samaritan Hospital,MD,Unknown,1500,2011-09-09,Theft,Paper,2014-01-23,Not provided,2011-09-09,,2011,Open,,0,Medium,2014-01-23
389,"Amerigroup Community Care of New Mexico, Inc",NM,Unknown,1537,2011-07-15,Theft,Paper,2014-01-23,Not provided,2011-07-15,,2011,Open,,0,Medium,2014-01-23
390,Florida Hospital,FL,Unknown,12784,2011-08-10,Unauthorized Access/Disclosure,Electronic Medical Record,2014-02-19,Not provided,2011-08-10,,2011,Open,,0,Medium,2014-02-19
391,"Thomas Jefferson University Hospitals, Inc.",PA,Unknown,3150,2011-09-06,Theft,Other,2014-01-23,Not provided,2011-09-06,,2011,Open,,0,Medium,2014-01-23
392,Lankenau Medical Center,PA,Unknown,500,2011-09-06,Theft,Other,2014-01-23,Not provided,2011-09-06,,2011,Open,,0,Medium,2014-01-23
393,"Spectrum Health Ssytems, Inc.  ",MA,Unknown,14750,2011-08-24,Theft,Desktop Computer,2014-03-13,Not provided,2011-08-24,,2011,Open,,0,Medium,2014-03-13
394,Conway Regional Medical Center,AR,Unknown,1472,2011-08-24,Loss,Other,2014-01-23,Not provided,2011-08-24,,2011,Open,,0,Medium,2014-01-23
395,Concordia Plan Services,MO,"HITS Scanning Solutions, Inc.",7059,2011-05-10,Loss,Other,2014-01-23,Not provided,2011-05-10,,2011,Open,,0,Medium,2014-01-23
396,Stone Oak Urgent Care & Family Practice,TX,Stone Oak Urgent Care & Family Practice,6672,2011-10-23,"Theft, Loss",Desktop Computer,2014-01-23,Not provided,2011-10-23,,2011,Open,,0,Medium,2014-01-23
397,Indiana University School of Optometry,IN,Unknown,757,2011-08-12,Unauthorized Access/Disclosure,Network Server,2014-01-23,Not provided,2011-08-12,,2011,Open,,0,Medium,2014-01-23
398,"Brevard Emergency Services, P.A.",FL,Unknown,2200,2011-08-26,Theft,Paper,2014-04-23,Not provided,2011-08-26,,2011,Open,,0,Medium,2014-04-23
399,Georgetown University Hospital,DC,Unknown,1526,2011-09-09,Loss,"Other Portable Electronic Device, Other",2014-03-24,Not provided,2011-09-09,,2011,Open,,0,Medium,2014-03-24
400,Morris Heights Health Center,NY,Unknown,927,2011-08-27,Theft,Laptop,2014-06-03,"An unencrypted laptop computer containing the electronic protected health information (ePHI) of 927 individuals was stolen from the covered entity's (CE) school based health center.  The ePHI included names, dates of birth, sex, ethnicities, height, weight, body mass index data, complete physical examination information such as asthma and obesity information, health action plans, and enrollment dates.  Upon discovery of the breach, the CE filed a police report to recover the stolen laptop.  As a result of OCR's investigation, the CE purchased locks to physically secure its' school health computers to the desks where the computers are located.  In addition, the CE encrypted all portable devices' hard drives and installed software to track portable devices. The CE also retrained all staff on its policies and procedures for using and securing ePHI. ",2011-08-27,,2011,Open,,0,Medium,2014-06-03
401,network180,MI,Thresholds Inc.,1100,2011-09-16,Theft,Paper,2014-03-24,Not provided,2011-09-16,,2011,Open,,0,Medium,2014-03-24
402,Premier Imaging,NC,Unknown,551,2011-09-14,Unknown,Paper,2014-01-23,"A newly hired employee impermissibly took patient registration documents home. The records taken included the protected health information of 551 patients.  The information at issue included names, addresses, birth dates, social security numbers, and driver's license numbers. As a result, the CE terminated the employee, provided notice to the affected individuals, amended registration procedures, implemented additional safeguards for such information, and offered identity theft protection to the affected individuals.

",2011-09-14,,2011,Open,,0,Medium,2014-01-23
403,"The Good Samaritan Hospital of Cincinnati, Ohio",OH,"Pitney Bowes Management Services, Inc.",1089,2011-09-03,Theft,Desktop Computer,2014-03-24,Not provided,2011-09-03,,2011,Open,,0,Medium,2014-03-24
404,"Bethesda Hospital, Inc.",OH,"Pitney Bowes Management Services, Inc.",946,2011-09-03,Theft,Desktop Computer,2014-03-24,Not provided,2011-09-03,,2011,Open,,0,Medium,2014-03-24
405,"Julie A. Kennedy, D.M.D., P.A.",FL,Unknown,2900,2011-09-30,Theft,Network Server,2014-01-23,Not provided,2011-09-30,,2011,Open,,0,Medium,2014-01-23
406,"KCI USA, Inc.",TX,Unknown,567,2011-09-08,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-09-08,,2011,Open,,0,Medium,2014-01-23
407,Lebanon Internal Medicine Associates,PA,Unknown,55000,2011-09-10,Improper Disposal,Network Server,2014-01-23,Not provided,2011-09-10,,2011,Open,,0,Medium,2014-01-23
408,St. Joseph Medical Center,MD,Unknown,5000,2011-09-11,Theft,"Other, Paper",2014-03-24,Not provided,2011-09-11,,2011,Open,,0,Medium,2014-03-24
409,TRICARE Management Activity (TMA),VA,Science Applications International Corporation (SA,4900000,2011-09-13,Loss,Other,2014-01-23,Not provided,2011-09-13,,2011,Open,,1,High,2014-01-23
410,UCLA Health System,CA,Unknown,2761,2011-09-06,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-09-06,,2011,Open,,0,Medium,2014-01-23
411,Logan County Emergeny Ambulance Service Authority,WV,Unknown,12563,2011-10-01,"Theft, Loss",Laptop,2014-01-23,Not provided,2011-10-01,,2011,Open,,0,Medium,2014-01-23
412,Lawrence Memorial Hospital,KS,"Mid Continent Credit Services, Inc.",8275,2014-04-23,"Unauthorized Access/Disclosure, Other",Other,2014-04-23,Not provided,2011-09-20,2011-10-28,2011,Closed,38.0,0,Medium,2014-04-23
413,Sutter Medical Foundation,AL,Unknown,943434,2011-10-15,Theft,Desktop Computer,2014-01-23,Not provided,2011-10-15,,2011,Open,,1,High,2014-01-23
414,Medcenter One,ND,Unknown,650,2011-10-21,Theft,Laptop,2014-01-23,Not provided,2011-10-21,,2011,Open,,0,Medium,2014-01-23
415,Dallas County Hospital District dba Parkland Health & Hospital System,TX,Unknown,2464,2011-09-05,Unauthorized Access/Disclosure,"Electronic Medical Record, Paper",2014-01-23,Not provided,2011-09-05,,2011,Open,,0,Medium,2014-01-23
416,University of Kentucky UK HealthCare,KY,Unknown,878,2011-09-25,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2011-09-25,,2011,Open,,0,Medium,2014-01-23
417,State of Tennessee Sponsored Group Health Plan,TN,Unknown,1770,2011-10-06,Unauthorized Access/Disclosure,Paper,2014-01-23,"An equipment operator at the state's postal facility set the machine to insert four (4) pages per envelope instead of one (1) page per envelope, which caused the PHI of four individuals to be sent to one address per envelope.  The error affected approximately 1770 enrollees. The letters contained information such as names, addresses, birth dates, and social security numbers. As a result, the CE retrained the employee, submitted a breach report to HHS, provided notice to the affected individuals, notified the media, created a toll-free number for information regarding the incident, posted notice on its website, modified policies to remove the SSN on templates for future mailings, and offered identity theft protection to the affected individuals. Following the OCR investigation, the CE provided reviewed its policies and procedures to ensure adequate safeguards are in place. 

",2011-10-06,,2011,Open,,0,Medium,2014-01-23
418,Cleveland Clinic Florida,FL,Unknown,772,2011-10-03,Loss,Other,2014-04-23,Not provided,2011-10-03,,2011,Open,,0,Medium,2014-04-23
419,"Jay C. Platt, DDS",IN,Unknown,10705,2011-10-06,Theft,Other,2014-03-24,Not provided,2011-10-06,,2011,Open,,0,Medium,2014-03-24
420,Rite Aid Corporation ,PA,Unknown,2900,2011-10-07,Other,Paper,2014-01-23,Not provided,2011-10-07,,2011,Open,,0,Medium,2014-01-23
421,Advanced Occupational Medicine Specialists,IL,Blue Vantage Group,7226,2011-10-12,Unauthorized Access/Disclosure,Network Server,2014-01-23,Not provided,2011-10-12,,2011,Open,,0,Medium,2014-01-23
422,Open MRI of Chicago,IL,Nation Wise Machine Buyers,2000,2011-09-06,Improper Disposal,Paper,2014-01-23,Not provided,2011-09-06,,2011,Open,,0,Medium,2014-01-23
423,University of Nebraska Medical Center,NE,Unknown,611,2011-11-15,Theft,Paper,2014-04-23,Not provided,2011-11-15,,2011,Open,,0,Medium,2014-04-23
424,Roberts S. Smith M.D. Inc.,GA,Unknown,17000,2011-10-17,Theft,Laptop,2014-01-23,Not provided,2011-10-17,,2011,Open,,0,Medium,2014-01-23
425,"Paul C. Brown, MD, PS",WA,Unknown,4693,2014-02-14,Theft,Other,2014-02-14,Not provided,2011-10-14,2011-10-17,2011,Closed,3.0,0,Medium,2014-02-14
426,Molina Healthcare of California,CA,Unknown,11081,2009-09-23,Other,Paper,2014-01-23,Not provided,2009-09-23,,2009,Open,,0,Medium,2014-01-23
427,Aegis Sciences Corporation,TN,Unknown,2185,2011-11-22,Theft,"Laptop, Other Portable Electronic Device",2014-04-23,"OCR opened an investigation of the covered entity (CE), Aegis Science Corp., after the CE reported that a laptop computer and unencrypted external hard drive containing the electronic protected health information (ePHI) of 2,185 individuals were stolen from a workforce member's vehicle.  The ePHI included social security numbers, driver's license numbers, and other demographic information, as well as bank account information of fourteen individuals and credit card information of three individuals.  Upon discovering the breach, the CE filed a police report and hired a private investigator to recover the stolen items.  The CE also initiated plans to encrypt laptops, revise security procedures, retrain employees, and offer credit monitoring to affected individuals.  As a result of OCR's investigation, the CE completed a security risk analysis and risk management report and implemented new security policies and procedures to ensure adequate safeguards to protect ePHI.  The CE also provided media notification in the two localities with greater than 500 individuals affected.  Additionally, the CE encrypted all employee computers and removable media containing ePHI and retrained employees on the CE's confidentiality and security policies.",2011-11-22,,2011,Open,,0,Medium,2014-04-23
428,"Soundpath Health, Inc",WA,Unknown,7581,2011-11-22,Theft,Laptop,2014-02-14,Not provided,2011-11-22,,2011,Open,,0,Medium,2014-02-14
429,Concentra Health,TX,Unknown,870,2011-11-30,Theft,Laptop,2014-01-23,Not provided,2011-11-30,,2011,Open,,0,Medium,2014-01-23
430,Sleep HealthCenters LLC,MA,Unknown,2988,2011-11-23,Theft,Laptop,2014-03-13,Not provided,2011-11-23,,2011,Open,,0,Medium,2014-03-13
431,Smile Designs,FL,Unknown,1670,2011-12-01,Theft,"Desktop Computer, Network Server",2014-01-23,Not provided,2011-12-01,,2011,Open,,0,Medium,2014-01-23
432,PBH,NC,Alamance Caswell Local Management Entity,50000,2011-11-15,"Unauthorized Access/Disclosure, Other","Network Server, E-mail",2014-01-23,Not provided,2011-11-15,,2011,Open,,0,Medium,2014-01-23
433,"CardioNet, Inc",PA,Unknown,1300,2011-11-10,Theft,Laptop,2014-01-23,Not provided,2011-11-10,,2011,Open,,0,Medium,2014-01-23
434,"MDwise, Inc.",IN,RightNow Technologies,2700,2011-02-10,Unauthorized Access/Disclosure,Other,2014-03-24,Not provided,2011-02-10,,2011,Open,,0,Medium,2014-03-24
435,Ford Motor Company,MI,"WageWorks, Inc.",1700,2012-01-03,Other,Paper,2014-03-24,Not provided,2012-01-03,,2012,Open,,0,Medium,2014-03-24
436,Foundation Medical Partners,NH,Unknown,771,2014-06-02,Theft,Paper,2014-06-02,"Without permission from the covered entity (CE), an employee provided a list of patient's names to a local counseling center as the employee was leaving the CE to begin employment at the new counseling center in an attempt to coordinate care of the patients she was treating.  The list, containing the PHI of approximately 771 individuals, included names, dates of birth, addresses, phone numbers, names of the insurance carriers, and facility codes.  Following the disclosure, the CE provided breach notification to HHS, the media, and all individuals affected and sanctioned the former employee for violating its policies and procedures. The CE also changed its procedures for list management.  The CE sent a reminder to all of its health care providers regarding the handling of PHI and made plans to provide HIPAA compliance information in a quality assurance newsletter.",2011-11-19,2011-12-01,2011,Closed,12.0,0,Medium,2014-06-02
437,Kansas Department on Aging,KS,Unknown,7757,2012-01-11,Theft,Laptop,2014-01-23,Not provided,2012-01-11,,2012,Open,,0,Medium,2014-01-23
438,Delta Dental of California,CA,Unknown,11646,2014-01-23,Other,Paper,2014-01-23,Not provided,2011-12-22,2011-12-23,2011,Closed,1.0,0,Medium,2014-01-23
439,Muskogee Regional Medical Center,OK,Unknown,844,2011-12-05,Loss,Other,2014-01-23,Not provided,2011-12-05,,2011,Open,,0,Medium,2014-01-23
440,Department of Medical Assistance Services,VA,"ACS, Affiliated Computer Services, Inc., A Xerox Company",1444,2014-01-23,"Unauthorized Access/Disclosure, Other",Paper,2014-01-23,Not provided,2011-11-02,2011-11-16,2011,Closed,14.0,0,Medium,2014-01-23
441,"Oldendorf Medical Services, PLLC",NY,Unknown,549,2012-01-17,Theft,Laptop,2014-06-02,"OCR opened an investigation of the covered entity (CE) after it reported two unencrypted laptops were stolen that contained the electronic protected health information (ePHI) of 549 individuals.  The ePHI included names, dates of birth, diagnostic test results, and social security numbers.  Upon discovery of the breach, the CE filed a police report to recover the stolen items.  As a result of OCR's investigation, the CE installed security cameras and new door locks and changed the codes to the outside entrance keypad lock.  The CE also encrypted laptop computers. ",2012-01-17,,2012,Open,,0,Medium,2014-06-02
442,St.Vincent Physician Network,IN,Unknown,1423,2014-03-24,"Theft, Unauthorized Access/Disclosure",Paper,2014-03-24,Not provided,2010-12-01,2011-11-21,2010,Closed,355.0,0,Medium,2014-03-24
443,Flex Physical Therapy,WA,Unknown,3100,2011-12-30,Theft,Desktop Computer,2014-01-23,Not provided,2011-12-30,,2011,Open,,0,Medium,2014-01-23
444,Metro Community Provider Network,CO,Unknown,3200,2011-12-05,"Hacking/IT Incident, Other",E-mail,2014-01-23,Not provided,2011-12-05,,2011,Open,,0,Medium,2014-01-23
445,University of Miami ,FL,Unknown,1219,2011-11-24,Theft,Other Portable Electronic Device,2014-01-23,Not provided,2011-11-24,,2011,Open,,0,Medium,2014-01-23
446,UnitedHealth Group health plan single affiliated covered entity,MN,Unknown,6678,2011-12-15,Other,Paper,2014-03-24,Not provided,2011-12-15,,2011,Open,,0,Medium,2014-03-24
447,"Triumph, LLC",NC,Unknown,2000,2011-12-13,Theft,Laptop,2014-01-23,Not provided,2011-12-13,,2011,Open,,0,Medium,2014-01-23
448,Fairview Health Services,MN,Accretive Health,14000,2011-07-25,Theft,Laptop,2014-01-23,Not provided,2011-07-25,,2011,Open,,0,Medium,2014-01-23
449,Loma Linda University Medical Center (LLUMC),CA,Unknown,1366,2011-12-19,Other,Paper,2014-01-23,Not provided,2011-12-19,,2011,Open,,0,Medium,2014-01-23
450,Ford Motor Company Salaried Health Reimbursement Arrangement (HRA) Plan,MI,"Affiliated Computer Services, Inc.  (ACS, Inc.) A Xerox Company",1700,2011-12-29,Other,Other,2014-03-24,Not provided,2011-12-29,,2011,Open,,0,Medium,2014-03-24
451,"Medco Health Solutions, Inc.",NJ,Unknown,1287,2011-11-30,Theft,Paper,2014-06-20," 

The covered entity (CE), Medco Health Solutions, mailed letters with incorrect addresses after a programming code in its mailing software caused corruption of its data.  The mailing contained the protected health information (PHI) of 4,341 individuals and included names, medication name and prescription number.  The CE provided breach notification to HHS, the media, and affected individuals.  Upon discovery of the breach, the CE immediately ceased using the update to its mailing software system.  As a result of OCR's investigation, the CE corrected the update to its mailing software system and established manual and automated quality control processes.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.

",2011-11-30,,2011,Open,,0,Medium,2014-06-20
452,Lakeview Medical Center,WI,Unknown,698,2012-01-04,Theft,Laptop,2014-01-23,Not provided,2012-01-04,,2012,Open,,0,Medium,2014-01-23
453,"Goshen Health System, Inc.",IN,Unknown,660,2011-12-22,Hacking/IT Incident,Other,2014-01-23,Not provided,2011-12-22,,2011,Open,,0,Medium,2014-01-23
454,Georgetown University Hospital,DC,Unknown,1549,2011-11-01,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2011-11-01,,2011,Open,,0,Medium,2014-01-23
455,Motion Picture Industry Health Plans (MPI),CA,Unknown,703,2014-02-14,Other,Other,2014-02-14,Not provided,2009-09-23,2011-12-02,2009,Closed,800.0,0,Medium,2014-02-14
456,Ochsner Health System,LA,Unknown,2088,2012-01-19,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2012-01-19,,2012,Open,,0,Medium,2014-01-23
457,Applegate Valley Family Medicine,OR,Dr. Trandinh,2300,2014-01-23,"Theft, Unauthorized Access/Disclosure",Laptop,2014-01-23,Not provided,2011-12-01,2011-12-17,2011,Closed,16.0,0,Medium,2014-01-23
458,"CardioNet, Inc.",PA,Unknown,728,2011-12-29,Theft,Laptop,2014-01-23,Not provided,2011-12-29,,2011,Open,,0,Medium,2014-01-23
459,Presbyterian Healthcare Services,NM,"Beth Barrett Consulting, LLC",7000,2011-12-29,Theft,Laptop,2014-03-13,Not provided,2011-12-29,,2011,Open,,0,Medium,2014-03-13
460,"Alliant Health Plans, Inc.",GA,"Catalyst Health Solutions, Inc.",632,2012-01-01,Unauthorized Access/Disclosure,Other,2014-01-23,Not provided,2012-01-01,,2012,Open,,0,Medium,2014-01-23
461,"FIRST MEDICAL CENTER, INC.",PR,"T&P CONSULTING, INC. D/B/A QUANTUM",7706,2012-01-11,Theft,Laptop,2014-06-13,"An unencrypted laptop computer and external hard drive containing the electronic protected health information (ePHI) of 7,706 individuals were stolen from a staff member of the covered entity's (CE) business associate (BA).  The ePHI included names, ages, sex, social security numbers, medical services provided, diagnosis codes, and dates of service.  Upon discovery of the breach, the CE filed a police report to recover the stolen items and provided breach notification to HHS, the media, and all individuals affected by the breach.  As a result of OCR's investigation, the CE had its BA conduct a risk analysis, implement new security policies and procedures to ensure adequate safeguards to protect ePHI, and retrain its employees.  In addition, the CE also had its BA change its security practices to include encryption on all laptops and restrict the use of portable media devices.  OCR obtained assurances that the CE implemented the corrective action listed above and required two additional corrective actions.  OCR identified the need for the CE to complete a risk assessment and implement certain security policies and procedures.",2012-01-11,,2012,Open,,0,Medium,2014-06-13
462,Lee Miller Rehabilitation Associates,MD,Unknown,10480,2012-01-15,Theft,Network Server,2014-01-23,Not provided,2012-01-15,,2012,Open,,0,Medium,2014-01-23
463,"Jeremaih J. Twomey, F.A.C.P., P.A.",TX,"Jeremaih J. Twomey, F.A.C.P., P.A.",2559,2011-12-31,Theft,Other,2014-01-23,Not provided,2011-12-31,,2011,Open,,0,Medium,2014-01-23
